álbum;musica;letra
Que País É Este;Química;E assim não posso nem me concentrar
Que País É Este;Química;Não saco nada de Física
Que País É Este;Química;Literatura ou Gramática
Que País É Este;Química;Só gosto de Educação Sexual
Que País É Este;Química;E eu odeio Química
Que País É Este;Química;Não posso nem tentar me divertir
Que País É Este;Química;O tempo inteiro eu tenho que estudar
Que País É Este;Química;Fico só pensando se vou conseguir
Que País É Este;Química;Passar na porra do vestibular
Que País É Este;Química;Não saco nada de Física
Que País É Este;Química;Literatura ou Gramática
Que País É Este;Química;Só gosto de Educação Sexual
Que País É Este;Química;E eu odeio Química
Que País É Este;Química;Química
Que País É Este;Química;Química
Que País É Este;Química;Chegou a nova leva de aprendizes
Que País É Este;Química;Chegou a vez do nosso ritual
Que País É Este;Química;E se você quiser entrar na tribo
Que País É Este;Química;Aqui no nosso Belsen tropical
Que País É Este;Química;Ter carro do ano
Que País É Este;Química;TV a cores
Que País É Este;Química;Pagar imposto
Que País É Este;Química;Ter pistolão
Que País É Este;Química;Ter filho na escola
Que País É Este;Química;Férias na Europa
Que País É Este;Química;Conta bancária
Que País É Este;Química;Comprar feijão
Que País É Este;Química;Ser responsável
Que País É Este;Química;Cristão convicto
Que País É Este;Química;Cidadão modelo
Que País É Este;Química;Burguês padrão
Que País É Este;Química;Você tem que passar no vestibular
Que País É Este;Química;Você tem que passar no vestibular
Que País É Este;Química;Você tem que passar no vestibular
Que País É Este;Química;Você tem que passar no vestibular
Que País É Este;Química;Não saco nada de Física
Que País É Este;Química;Literatura ou Gramática
Que País É Este;Química;Só gosto de Educação Sexual
Que País É Este;Química;E eu odeio Química
Que País É Este;Química;Química
Que País É Este;Química;Química
Que País É Este;Química;Não saco nada de Física
Que País É Este;Química;Literatura ou Gramática
Que País É Este;Química;Só gosto de Educação Sexual
Que País É Este;Química;E eu odeio Química
Que País É Este;Química;Química
Que País É Este;Química;Química
Que País É Este;Eu Sei;Sexo verbal não faz meu estilo
Que País É Este;Eu Sei;Palavras são erros e os erros são seus
Que País É Este;Eu Sei;Não quero lembrar que eu erro também
Que País É Este;Eu Sei;Um dia pretendo tentar descobrir
Que País É Este;Eu Sei;Porque é mais forte quem sabe mentir
Que País É Este;Eu Sei;Não quero lembrar que eu minto também
Que País É Este;Eu Sei;Eu sei
Que País É Este;Eu Sei;Eu sei
Que País É Este;Eu Sei;Feche a porta do seu quarto
Que País É Este;Eu Sei;Porque se toca o telefone pode ser alguém
Que País É Este;Eu Sei;Com quem você quer falar por horas e horas e horas
Que País É Este;Eu Sei;A noite acabou, talvez tenhamos que fugir sem você
Que País É Este;Eu Sei;Mas não, não vá agora, quero honras e promessas
Que País É Este;Eu Sei;Lembranças e histórias
Que País É Este;Eu Sei;Somos pássaro novo longe do ninho
Que País É Este;Eu Sei;Eu sei
Que País É Este;Eu Sei;Eu sei
Que País É Este;Faroeste Caboclo;Não tinha medo o tal João de Santo Cristo
Que País É Este;Faroeste Caboclo;Era o que todos diziam quando ele se perdeu
Que País É Este;Faroeste Caboclo;Deixou pra trás todo o marasmo da fazenda
Que País É Este;Faroeste Caboclo;Só pra sentir no seu sangue o ódio que Jesus lhe deu
Que País É Este;Faroeste Caboclo;Quando criança só pensava em ser bandido
Que País É Este;Faroeste Caboclo;Ainda mais quando com um tiro de soldado o pai morreu
Que País É Este;Faroeste Caboclo;Era o terror da cercania onde morava
Que País É Este;Faroeste Caboclo;E na escola até o professor com ele aprendeu
Que País É Este;Faroeste Caboclo;Ia pra igreja só pra roubar o dinheiro
Que País É Este;Faroeste Caboclo;Que as velhinhas colocavam na caixinha do altar
Que País É Este;Faroeste Caboclo;Sentia mesmo que era mesmo diferente
Que País É Este;Faroeste Caboclo;Sentia que aquilo ali não era o seu lugar
Que País É Este;Faroeste Caboclo;Ele queria sair para ver o mar
Que País É Este;Faroeste Caboclo;E as coisas que ele via na televisão
Que País É Este;Faroeste Caboclo;Juntou dinheiro para poder viajar
Que País É Este;Faroeste Caboclo;De escolha própria, escolheu a solidão
Que País É Este;Faroeste Caboclo;Comia todas menininhas da cidade
Que País É Este;Faroeste Caboclo;De tanto brincar de médico, aos doze era professor
Que País É Este;Faroeste Caboclo;Aos quinze, foi mandado pro reformatório
Que País É Este;Faroeste Caboclo;Onde aumentou seu ódio diante de tanto terror
Que País É Este;Faroeste Caboclo;Não entendia como a vida funcionava
Que País É Este;Faroeste Caboclo;Discriminação por causa da sua classe e sua cor
Que País É Este;Faroeste Caboclo;Ficou cansado de tentar achar resposta
Que País É Este;Faroeste Caboclo;E comprou uma passagem, foi direto a Salvador
Que País É Este;Faroeste Caboclo;E lá chegando foi tomar um cafezinho
Que País É Este;Faroeste Caboclo;E encontrou um boiadeiro com quem foi falar
Que País É Este;Faroeste Caboclo;E o boiadeiro tinha uma passagem e ia perder a viagem
Que País É Este;Faroeste Caboclo;Mas João foi lhe salvar
Que País É Este;Faroeste Caboclo;Dizia ele: Estou indo pra Brasília
Que País É Este;Faroeste Caboclo;Neste país lugar melhor não há
Que País É Este;Faroeste Caboclo;Tô precisando visitar a minha filha
Que País É Este;Faroeste Caboclo;Eu fico aqui e você vai no meu lugar
Que País É Este;Faroeste Caboclo;E João aceitou sua proposta
Que País É Este;Faroeste Caboclo;E num ônibus entrou no Planalto Central
Que País É Este;Faroeste Caboclo;Ele ficou bestificado com a cidade
Que País É Este;Faroeste Caboclo;Saindo da rodoviária, viu as luzes de Natal
Que País É Este;Faroeste Caboclo;Meu Deus, mas que cidade linda
Que País É Este;Faroeste Caboclo;No Ano Novo eu começo a trabalhar
Que País É Este;Faroeste Caboclo;Cortar madeira, aprendiz de carpinteiro
Que País É Este;Faroeste Caboclo;Ganhava cem mil por mês em Taguatinga
Que País É Este;Faroeste Caboclo;Na sexta-feira ia pra zona da cidade
Que País É Este;Faroeste Caboclo;Gastar todo o seu dinheiro de rapaz trabalhador
Que País É Este;Faroeste Caboclo;E conhecia muita gente interessante
Que País É Este;Faroeste Caboclo;Até um neto bastardo do seu bisavô
Que País É Este;Faroeste Caboclo;Um peruano que vivia na Bolívia
Que País É Este;Faroeste Caboclo;E muitas coisas trazia de lá
Que País É Este;Faroeste Caboclo;Seu nome era Pablo e ele dizia
Que País É Este;Faroeste Caboclo;Que um negócio ele ia começar
Que País É Este;Faroeste Caboclo;E Santo Cristo até a morte trabalhava
Que País É Este;Faroeste Caboclo;Mas o dinheiro não dava pra ele se alimentar
Que País É Este;Faroeste Caboclo;E ouvia às sete horas o noticiário
Que País É Este;Faroeste Caboclo;Que sempre dizia que o seu ministro ia ajudar
Que País É Este;Faroeste Caboclo;Mas ele não queria mais conversa
Que País É Este;Faroeste Caboclo;E decidiu que, como Pablo, ele iria se virar
Que País É Este;Faroeste Caboclo;Elaborou mais uma vez seu plano santo
Que País É Este;Faroeste Caboclo;E sem ser crucificado, a plantação foi começar
Que País É Este;Faroeste Caboclo;Logo, logo os maluco da cidade souberam da novidade
Que País É Este;Faroeste Caboclo;Tem bagulho bom aí!
Que País É Este;Faroeste Caboclo;E João de Santo Cristo ficou rico
Que País É Este;Faroeste Caboclo;E acabou com todos os traficantes dali
Que País É Este;Faroeste Caboclo;Fez amigos, frequentava a Asa Norte
Que País É Este;Faroeste Caboclo;E ia pra festa de rock pra se libertar
Que País É Este;Faroeste Caboclo;Mas de repente
Que País É Este;Faroeste Caboclo;Sob uma má influência dos boyzinhos da cidade
Que País É Este;Faroeste Caboclo;Começou a roubar
Que País É Este;Faroeste Caboclo;Já no primeiro roubo ele dançou
Que País É Este;Faroeste Caboclo;E pro inferno ele foi pela primeira vez
Que País É Este;Faroeste Caboclo;Violência e estupro do seu corpo
Que País É Este;Faroeste Caboclo;Vocês vão ver, eu vou pegar vocês!
Que País É Este;Faroeste Caboclo;Agora o Santo Cristo era bandido
Que País É Este;Faroeste Caboclo;Destemido e temido no Distrito Federal
Que País É Este;Faroeste Caboclo;Não tinha nenhum medo de polícia
Que País É Este;Faroeste Caboclo;Capitão ou traficante, playboy ou general
Que País É Este;Faroeste Caboclo;Foi quando conheceu uma menina
Que País É Este;Faroeste Caboclo;E de todos os seus pecados ele se arrependeu
Que País É Este;Faroeste Caboclo;Maria Lúcia era uma menina linda
Que País É Este;Faroeste Caboclo;E o coração dele, pra ela o Santo Cristo prometeu
Que País É Este;Faroeste Caboclo;Ele dizia que queria se casar
Que País É Este;Faroeste Caboclo;E carpinteiro ele voltou a ser
Que País É Este;Faroeste Caboclo;Maria Lúcia, pra sempre vou te amar
Que País É Este;Faroeste Caboclo;E um filho com você eu quero ter
Que País É Este;Faroeste Caboclo;O tempo passa e um dia vem na porta
Que País É Este;Faroeste Caboclo;Um senhor de alta classe com dinheiro na mão
Que País É Este;Faroeste Caboclo;E ele faz uma proposta indecorosa
Que País É Este;Faroeste Caboclo;E diz que espera uma resposta, uma resposta do João
Que País É Este;Faroeste Caboclo;Não boto bomba em banca de jornal
Que País É Este;Faroeste Caboclo;Nem em colégio de criança, isso eu não faço, não
Que País É Este;Faroeste Caboclo;E não protejo general de dez estrelas
Que País É Este;Faroeste Caboclo;Que fica atrás da mesa com o cu na mão
Que País É Este;Faroeste Caboclo;E é melhor o senhor sair da minha casa
Que País É Este;Faroeste Caboclo;Nunca brinque com um Peixes de ascendente Escorpião
Que País É Este;Faroeste Caboclo;Mas antes de sair, com ódio no olhar, o velho disse
Que País É Este;Faroeste Caboclo;Você perdeu sua vida, meu irmão
Que País É Este;Faroeste Caboclo;Você perdeu a sua vida, meu irmão
Que País É Este;Faroeste Caboclo;Você perdeu a sua vida, meu irmão
Que País É Este;Faroeste Caboclo;Essas palavras vão entrar no coração
Que País É Este;Faroeste Caboclo;Eu vou sofrer as consequências como um cão
Que País É Este;Faroeste Caboclo;Não é que o Santo Cristo estava certo
Que País É Este;Faroeste Caboclo;Seu futuro era incerto e ele não foi trabalhar
Que País É Este;Faroeste Caboclo;Se embebedou e no meio da bebedeira
Que País É Este;Faroeste Caboclo;Descobriu que tinha outro trabalhando em seu lugar
Que País É Este;Faroeste Caboclo;Falou com Pablo que queria um parceiro
Que País É Este;Faroeste Caboclo;E também tinha dinheiro e queria se armar
Que País É Este;Faroeste Caboclo;Pablo trazia o contrabando da Bolívia
Que País É Este;Faroeste Caboclo;E Santo Cristo revendia em Planaltina
Que País É Este;Faroeste Caboclo;Mas acontece que um tal de Jeremias
Que País É Este;Faroeste Caboclo;Traficante de renome, apareceu por lá
Que País É Este;Faroeste Caboclo;Ficou sabendo dos planos de Santo Cristo
Que País É Este;Faroeste Caboclo;E decidiu que com João ele ia acabar
Que País É Este;Faroeste Caboclo;Mas Pablo trouxe uma Winchester-22
Que País É Este;Faroeste Caboclo;E Santo Cristo já sabia atirar
Que País É Este;Faroeste Caboclo;E decidiu usar a arma só depois
Que País É Este;Faroeste Caboclo;Que Jeremias começasse a brigar
Que País É Este;Faroeste Caboclo;Jeremias, maconheiro sem-vergonha
Que País É Este;Faroeste Caboclo;Organizou a Rockonha e fez todo mundo dançar
Que País É Este;Faroeste Caboclo;Desvirginava mocinhas inocentes
Que País É Este;Faroeste Caboclo;Se dizia que era crente, mas não sabia rezar
Que País É Este;Faroeste Caboclo;E Santo Cristo há muito não ia pra casa
Que País É Este;Faroeste Caboclo;E a saudade começou a apertar
Que País É Este;Faroeste Caboclo;Eu vou-me embora, eu vou ver Maria Lúcia
Que País É Este;Faroeste Caboclo;Já tá em tempo de a gente se casar
Que País É Este;Faroeste Caboclo;Chegando em casa então ele chorou
Que País É Este;Faroeste Caboclo;E pro inferno ele foi pela segunda vez
Que País É Este;Faroeste Caboclo;Com Maria Lúcia, Jeremias se casou
Que País É Este;Faroeste Caboclo;E um filho nela ele fez
Que País É Este;Faroeste Caboclo;Santo Cristo era só ódio por dentro
Que País É Este;Faroeste Caboclo;E então o Jeremias pra um duelo ele chamou
Que País É Este;Faroeste Caboclo;Amanhã às duas horas na Ceilândia
Que País É Este;Faroeste Caboclo;Em frente ao lote 14, e é pra lá que eu vou
Que País É Este;Faroeste Caboclo;E você pode escolher as suas armas
Que País É Este;Faroeste Caboclo;Que eu acabo mesmo com você, seu porco traidor
Que País É Este;Faroeste Caboclo;E mato também Maria Lúcia
Que País É Este;Faroeste Caboclo;Aquela menina falsa pra quem jurei o meu amor
Que País É Este;Faroeste Caboclo;E o Santo Cristo não sabia o que fazer
Que País É Este;Faroeste Caboclo;Quando viu o repórter da televisão
Que País É Este;Faroeste Caboclo;Que deu notícia do duelo na TV
Que País É Este;Faroeste Caboclo;Dizendo a hora e o local e a razão
Que País É Este;Faroeste Caboclo;No sábado então, às duas horas
Que País É Este;Faroeste Caboclo;Todo o povo sem demora foi lá só para assistir
Que País É Este;Faroeste Caboclo;Um homem que atirava pelas costas
Que País É Este;Faroeste Caboclo;E acertou o Santo Cristo começou a sorrir
Que País É Este;Faroeste Caboclo;Sentindo o sangue na garganta
Que País É Este;Faroeste Caboclo;João olhou pras bandeirinhas e pro povo a aplaudir
Que País É Este;Faroeste Caboclo;E olhou pro sorveteiro e pras câmeras
Que País É Este;Faroeste Caboclo;E a gente da TV que filmava tudo ali
Que País É Este;Faroeste Caboclo;E se lembrou de quando era uma criança
Que País É Este;Faroeste Caboclo;E de tudo o que vivera até ali
Que País É Este;Faroeste Caboclo;E decidiu entrar de vez naquela dança
Que País É Este;Faroeste Caboclo;Se a Via-Crucis virou circo, estou aqui
Que País É Este;Faroeste Caboclo;E nisso o Sol cegou seus olhos
Que País É Este;Faroeste Caboclo;E então Maria Lúcia ele reconheceu
Que País É Este;Faroeste Caboclo;Ela trazia a Winchester-22
Que País É Este;Faroeste Caboclo;A arma que seu primo Pablo lhe deu
Que País É Este;Faroeste Caboclo;Jeremias, eu sou homem, coisa que você não é
Que País É Este;Faroeste Caboclo;E não atiro pelas costas, não
Que País É Este;Faroeste Caboclo;Olha pra cá filha da puta, sem-vergonha
Que País É Este;Faroeste Caboclo;Dá uma olhada no meu sangue e vem sentir o teu perdão
Que País É Este;Faroeste Caboclo;E Santo Cristo, com a Winchester-22
Que País É Este;Faroeste Caboclo;Deu cinco tiros no bandido traidor
Que País É Este;Faroeste Caboclo;Maria Lúcia se arrependeu depois
Que País É Este;Faroeste Caboclo;E morreu junto com João, seu protetor
Que País É Este;Faroeste Caboclo;E o povo declarava que João de Santo Cristo
Que País É Este;Faroeste Caboclo;Era santo porque sabia morrer
Que País É Este;Faroeste Caboclo;E a alta burguesia da cidade
Que País É Este;Faroeste Caboclo;Não acreditou na história que eles viram na TV
Que País É Este;Faroeste Caboclo;E João não conseguiu o que queria
Que País É Este;Faroeste Caboclo;Quando veio pra Brasília com o diabo ter
Que País É Este;Faroeste Caboclo;Ele queria era falar pro presidente
Que País É Este;Faroeste Caboclo;Pra ajudar toda essa gente que só faz
Que País É Este;Faroeste Caboclo;Sofrer
Que País É Este;Angra Dos Reis;Deixa, se fosse sempre assim
Que País É Este;Angra Dos Reis;Quente, deita aqui perto de mim
Que País É Este;Angra Dos Reis;Tem dias que tudo está em paz
Que País É Este;Angra Dos Reis;E agora os dias são iguais
Que País É Este;Angra Dos Reis;Se fosse só sentir saudade
Que País É Este;Angra Dos Reis;Mas tem sempre algo mais
Que País É Este;Angra Dos Reis;Seja como for
Que País É Este;Angra Dos Reis;É uma dor que dói no peito
Que País É Este;Angra Dos Reis;Pode rir agora
Que País É Este;Angra Dos Reis;Que estou sozinho
Que País É Este;Angra Dos Reis;Mas não venha me roubar
Que País É Este;Angra Dos Reis;Vamos brincar
Que País É Este;Angra Dos Reis;Perto da usina
Que País É Este;Angra Dos Reis;Deixa pra lá
Que País É Este;Angra Dos Reis;A Angra é dos Reis
Que País É Este;Angra Dos Reis;Por que se explicar
Que País É Este;Angra Dos Reis;Se não existe perigo
Que País É Este;Angra Dos Reis;Senti teu coração perfeito
Que País É Este;Angra Dos Reis;Batendo à toa e isso dói
Que País É Este;Angra Dos Reis;Seja como for
Que País É Este;Angra Dos Reis;É uma dor que dói no peito
Que País É Este;Angra Dos Reis;Pode rir agora
Que País É Este;Angra Dos Reis;Que estou sozinho
Que País É Este;Angra Dos Reis;Mas não venha me roubar
Que País É Este;Angra Dos Reis;Vai ver que não é nada disso
Que País É Este;Angra Dos Reis;Vai ver que já não sei quem sou
Que País É Este;Angra Dos Reis;Vai ver que nunca fui o mesmo
Que País É Este;Angra Dos Reis;A culpa é toda sua e nunca foi
Que País É Este;Angra Dos Reis;Mesmo se as estrelas começassem a cair
Que País É Este;Angra Dos Reis;E a luz queimasse tudo ao redor
Que País É Este;Angra Dos Reis;E fosse o fim chegando cedo
Que País É Este;Angra Dos Reis;Você visse o nosso corpo em chamas
Que País É Este;Angra Dos Reis;Deixa pra lá
Que País É Este;Angra Dos Reis;Quando as estrelas começarem a cair
Que País É Este;Angra Dos Reis;Me diz, me diz, pra onde é que a gente vai fugir?
Que País É Este;Mais do Mesmo;Ei menino branco, o que é que você faz aqui?
Que País É Este;Mais do Mesmo;Subindo o morro pra tentar se divertir
Que País É Este;Mais do Mesmo;Mas já disse que não tem e você ainda quer mais
Que País É Este;Mais do Mesmo;Por que você não me deixa em paz?
Que País É Este;Mais do Mesmo;Por que você não me deixa em paz?
Que País É Este;Mais do Mesmo;Desses vinte anos nenhum foi feito pra mim
Que País É Este;Mais do Mesmo;E agora você quer que eu fique assim igual a você
Que País É Este;Mais do Mesmo;É mesmo, como vou crescer se nada cresce por aqui?
Que País É Este;Mais do Mesmo;Quem vai tomar conta dos doentes
Que País É Este;Mais do Mesmo;Quando se tem chacina de adolescente?
Que País É Este;Mais do Mesmo;Como é que você se sente?
Que País É Este;Mais do Mesmo;Como é que você se sente?
Que País É Este;Mais do Mesmo;Em vez de luz tem tiroteio no fim do túnel
Que País É Este;Mais do Mesmo;Sempre mais do mesmo
Que País É Este;Mais do Mesmo;Não era isso que você queria ouvir?
Que País É Este;Mais do Mesmo;Bondade sua me explicar com tanta determinação
Que País É Este;Mais do Mesmo;Exatamente o que eu sinto, como eu penso e como sou
Que País É Este;Mais do Mesmo;Eu realmente não sabia que eu pensava assim
Que País É Este;Mais do Mesmo;E agora você quer
Que País É Este;Mais do Mesmo;Um retrato do país
Que País É Este;Mais do Mesmo;Mas queimaram o filme
Que País É Este;Mais do Mesmo;Queimaram o filme
Que País É Este;Mais do Mesmo;E enquanto isso, na enfermaria
Que País É Este;Mais do Mesmo;Todos os doentes estão cantando
Que País É Este;Mais do Mesmo;Sucessos populares
Que País É Este;Mais do Mesmo;(E todos os índios foram mortos)
As Quatro Estações;Há Tempos;Parece cocaína mas é só tristeza, talvez tua cidade
As Quatro Estações;Há Tempos;Muitos temores nascem do cansaço e da solidão
As Quatro Estações;Há Tempos;Descompasso, desperdício
As Quatro Estações;Há Tempos;Herdeiros são agora da virtude que perdemos
As Quatro Estações;Há Tempos;Há tempos tive um sonho
As Quatro Estações;Há Tempos;Não me lembro, não me lembro
As Quatro Estações;Há Tempos;Tua tristeza é tão exata
As Quatro Estações;Há Tempos;E hoje o dia é tão bonito
As Quatro Estações;Há Tempos;Já estamos acostumados
As Quatro Estações;Há Tempos;A não termos mais nem isso
As Quatro Estações;Há Tempos;Os sonhos vêm e os sonhos vão
As Quatro Estações;Há Tempos;E o resto é imperfeito
As Quatro Estações;Há Tempos;Disseste que se tua voz
As Quatro Estações;Há Tempos;Tivesse força igual
As Quatro Estações;Há Tempos;À imensa dor que sentes
As Quatro Estações;Há Tempos;Teu grito acordaria
As Quatro Estações;Há Tempos;Não só a tua casa
As Quatro Estações;Há Tempos;Mas a vizinhança inteira
As Quatro Estações;Há Tempos;E há tempos nem os santos
As Quatro Estações;Há Tempos;Têm ao certo a medida da maldade
As Quatro Estações;Há Tempos;E há tempos são os jovens que adoecem
As Quatro Estações;Há Tempos;E há tempos o encanto está ausente
As Quatro Estações;Há Tempos;E há ferrugem nos sorrisos
As Quatro Estações;Há Tempos;Só o acaso estende os braços
As Quatro Estações;Há Tempos;A quem procura abrigo e proteção
As Quatro Estações;Há Tempos;Meu amor!
As Quatro Estações;Há Tempos;Disciplina é liberdade
As Quatro Estações;Há Tempos;Compaixão é fortaleza
As Quatro Estações;Há Tempos;Ter bondade é ter coragem
As Quatro Estações;Há Tempos;Lá em casa tem um poço
As Quatro Estações;Há Tempos;Mas a água é muito limpa
As Quatro Estações;Pais e Filhos;Estátuas e cofres e paredes pintadas
As Quatro Estações;Pais e Filhos;Ninguém sabe o que aconteceu
As Quatro Estações;Pais e Filhos;Ela se jogou da janela do quinto andar
As Quatro Estações;Pais e Filhos;Nada é fácil de entender
As Quatro Estações;Pais e Filhos;Dorme agora
As Quatro Estações;Pais e Filhos;É só o vento lá fora
As Quatro Estações;Pais e Filhos;Quero colo! Vou fugir de casa
As Quatro Estações;Pais e Filhos;Posso dormir aqui com vocês?
As Quatro Estações;Pais e Filhos;Estou com medo, tive um pesadelo
As Quatro Estações;Pais e Filhos;Só vou voltar depois das três
As Quatro Estações;Pais e Filhos;Meu filho vai ter nome de santo
As Quatro Estações;Pais e Filhos;Quero o nome mais bonito
As Quatro Estações;Pais e Filhos;É preciso amar as pessoas
As Quatro Estações;Pais e Filhos;Como se não houvesse amanhã
As Quatro Estações;Pais e Filhos;Porque se você parar pra pensar
As Quatro Estações;Pais e Filhos;Na verdade não há
As Quatro Estações;Pais e Filhos;Me diz, por que que o céu é azul?
As Quatro Estações;Pais e Filhos;Explica a grande fúria do mundo
As Quatro Estações;Pais e Filhos;São meus filhos
As Quatro Estações;Pais e Filhos;Que tomam conta de mim
As Quatro Estações;Pais e Filhos;Eu moro com a minha mãe
As Quatro Estações;Pais e Filhos;Mas meu pai vem me visitar
As Quatro Estações;Pais e Filhos;Eu moro na rua, não tenho ninguém
As Quatro Estações;Pais e Filhos;Eu moro em qualquer lugar
As Quatro Estações;Pais e Filhos;Já morei em tanta casa
As Quatro Estações;Pais e Filhos;Que nem me lembro mais
As Quatro Estações;Pais e Filhos;Eu moro com meus pais
As Quatro Estações;Pais e Filhos;É preciso amar as pessoas
As Quatro Estações;Pais e Filhos;Como se não houvesse amanhã
As Quatro Estações;Pais e Filhos;Porque se você parar pra pensar
As Quatro Estações;Pais e Filhos;Na verdade não há
As Quatro Estações;Pais e Filhos;Sou uma gota d'água
As Quatro Estações;Pais e Filhos;Sou um grão de areia
As Quatro Estações;Pais e Filhos;Você me diz que seus pais não o entendem
As Quatro Estações;Pais e Filhos;Mas você não entende seus pais
As Quatro Estações;Pais e Filhos;Você culpa seus pais por tudo, isso é absurdo
As Quatro Estações;Pais e Filhos;São crianças como você
As Quatro Estações;Pais e Filhos;O que você vai ser
As Quatro Estações;Pais e Filhos;Quando você crescer?
As Quatro Estações;Feedback Song For A Dying Friend;Soothe the young man's sweating forehead
As Quatro Estações;Feedback Song For A Dying Friend;Touch the naked stem held hidden there
As Quatro Estações;Feedback Song For A Dying Friend;Safe in such dark hayseed wired nest
As Quatro Estações;Feedback Song For A Dying Friend;Then his light brown eyes are quick
As Quatro Estações;Feedback Song For A Dying Friend;Once touch is what he thought was grip
As Quatro Estações;Feedback Song For A Dying Friend;Tis not his hands those there but mine
As Quatro Estações;Feedback Song For A Dying Friend;And safe,my hands do seek to gain
As Quatro Estações;Feedback Song For A Dying Friend;All knowledge of my master's manly rain
As Quatro Estações;Feedback Song For A Dying Friend;The scented taste that stills my tongue
As Quatro Estações;Feedback Song For A Dying Friend;Is wrong that is set but not undone
As Quatro Estações;Feedback Song For A Dying Friend;His fiery eyes can slash my savage skin
As Quatro Estações;Feedback Song For A Dying Friend;And force all seriousness away
As Quatro Estações;Feedback Song For A Dying Friend;He wades in close waters
As Quatro Estações;Feedback Song For A Dying Friend;Deep sleep alters his senses
As Quatro Estações;Feedback Song For A Dying Friend;I must obey my only rival
As Quatro Estações;Feedback Song For A Dying Friend;He will command our twin revival
As Quatro Estações;Feedback Song For A Dying Friend;The same insane sustain again
As Quatro Estações;Feedback Song For A Dying Friend;(The two of us so close to our own hearts)
As Quatro Estações;Feedback Song For A Dying Friend;I silence and wrote
As Quatro Estações;Feedback Song For A Dying Friend;This awe of coincidence
As Quatro Estações;Quando o Sol Bater Na Janela do Teu Quarto;Quando o Sol bater
As Quatro Estações;Quando o Sol Bater Na Janela do Teu Quarto;Na janela do teu quarto
As Quatro Estações;Quando o Sol Bater Na Janela do Teu Quarto;Lembra e vê
As Quatro Estações;Quando o Sol Bater Na Janela do Teu Quarto;Que o caminho é um só
As Quatro Estações;Quando o Sol Bater Na Janela do Teu Quarto;Por que esperar?
As Quatro Estações;Quando o Sol Bater Na Janela do Teu Quarto;Se podemos começar
As Quatro Estações;Quando o Sol Bater Na Janela do Teu Quarto;Tudo de novo
As Quatro Estações;Quando o Sol Bater Na Janela do Teu Quarto;Agora mesmo
As Quatro Estações;Quando o Sol Bater Na Janela do Teu Quarto;A humanidade é desumana
As Quatro Estações;Quando o Sol Bater Na Janela do Teu Quarto;Mas ainda temos chance
As Quatro Estações;Quando o Sol Bater Na Janela do Teu Quarto;O Sol nasce pra todos
As Quatro Estações;Quando o Sol Bater Na Janela do Teu Quarto;Só não sabe quem não quer
As Quatro Estações;Quando o Sol Bater Na Janela do Teu Quarto;Quando o Sol bater
As Quatro Estações;Quando o Sol Bater Na Janela do Teu Quarto;Na janela do teu quarto
As Quatro Estações;Quando o Sol Bater Na Janela do Teu Quarto;Lembra e vê
As Quatro Estações;Quando o Sol Bater Na Janela do Teu Quarto;Que o caminho é um só
As Quatro Estações;Quando o Sol Bater Na Janela do Teu Quarto;Até bem pouco tempo atrás
As Quatro Estações;Quando o Sol Bater Na Janela do Teu Quarto;Poderíamos mudar o mundo
As Quatro Estações;Quando o Sol Bater Na Janela do Teu Quarto;Quem roubou nossa coragem?
As Quatro Estações;Quando o Sol Bater Na Janela do Teu Quarto;Tudo é dor
As Quatro Estações;Quando o Sol Bater Na Janela do Teu Quarto;E toda dor vem do desejo
As Quatro Estações;Quando o Sol Bater Na Janela do Teu Quarto;De não sentirmos dor
As Quatro Estações;Quando o Sol Bater Na Janela do Teu Quarto;Quando o Sol bater
As Quatro Estações;Quando o Sol Bater Na Janela do Teu Quarto;Na janela do teu quarto
As Quatro Estações;Quando o Sol Bater Na Janela do Teu Quarto;Lembra e vê
As Quatro Estações;Quando o Sol Bater Na Janela do Teu Quarto;Que o caminho é um só
As Quatro Estações;Eu Era Um Lobisomem Juvenil;Luz e sentido e palavra, palavra
As Quatro Estações;Eu Era Um Lobisomem Juvenil;É que o coração não pensa
As Quatro Estações;Eu Era Um Lobisomem Juvenil;Ontem faltou água
As Quatro Estações;Eu Era Um Lobisomem Juvenil;Anteontem faltou luz
As Quatro Estações;Eu Era Um Lobisomem Juvenil;Teve torcida gritando
As Quatro Estações;Eu Era Um Lobisomem Juvenil;Quando a luz voltou
As Quatro Estações;Eu Era Um Lobisomem Juvenil;Não falo como você fala
As Quatro Estações;Eu Era Um Lobisomem Juvenil;Mas vejo bem
As Quatro Estações;Eu Era Um Lobisomem Juvenil;O que você me diz
As Quatro Estações;Eu Era Um Lobisomem Juvenil;Se o mundo é mesmo
As Quatro Estações;Eu Era Um Lobisomem Juvenil;Parecido com o que vejo
As Quatro Estações;Eu Era Um Lobisomem Juvenil;Prefiro acreditar
As Quatro Estações;Eu Era Um Lobisomem Juvenil;No mundo do meu jeito
As Quatro Estações;Eu Era Um Lobisomem Juvenil;E você estava esperando voar
As Quatro Estações;Eu Era Um Lobisomem Juvenil;Mas como chegar até as nuvens com os pés no chão?
As Quatro Estações;Eu Era Um Lobisomem Juvenil;O que sinto muitas vezes
As Quatro Estações;Eu Era Um Lobisomem Juvenil;Faz sentido e outras vezes
As Quatro Estações;Eu Era Um Lobisomem Juvenil;Não descubro um motivo
