álbum;musica;letra
Uma Outra Estação ;As Flores do Mal;Seu interesse é só traição
Uma Outra Estação ;As Flores do Mal;E mentir é fácil demais
Uma Outra Estação ;As Flores do Mal;Mentir é fácil demais
Uma Outra Estação ;As Flores do Mal;Mentir é fácil demais
Uma Outra Estação ;As Flores do Mal;Mentir é fácil demais
Uma Outra Estação ;As Flores do Mal;Tua indecência não serve mais
Uma Outra Estação ;As Flores do Mal;Tão decadente e tanto faz
Uma Outra Estação ;As Flores do Mal;Quais são as regras? O que ficou?
Uma Outra Estação ;As Flores do Mal;O seu cinismo, essa sedução
Uma Outra Estação ;As Flores do Mal;Volta pro esgoto baby
Uma Outra Estação ;As Flores do Mal;Vê se alguém lhe quer
Uma Outra Estação ;As Flores do Mal;O que ficou é esse modelito da estação passada
Uma Outra Estação ;As Flores do Mal;Extorsão e drogas demais
Uma Outra Estação ;As Flores do Mal;Todos já sabem o que você faz
Uma Outra Estação ;As Flores do Mal;Teu perfume barato, teus truques banais
Uma Outra Estação ;As Flores do Mal;Você acabou ficando pra trás
Uma Outra Estação ;As Flores do Mal;Porque mentir é fácil demais
Uma Outra Estação ;As Flores do Mal;Mentir é fácil demais
Uma Outra Estação ;As Flores do Mal;Mentir é fácil demais
Uma Outra Estação ;As Flores do Mal;Mentir é fácil demais
Uma Outra Estação ;As Flores do Mal;Volta pro esgoto baby
Uma Outra Estação ;As Flores do Mal;E vê se alguém lhe quer
Uma Outra Estação ;La Maison Dieu;Se dez batalhões viessem à minha rua
Uma Outra Estação ;La Maison Dieu;E 20 mil soldados batessem à minha porta
Uma Outra Estação ;La Maison Dieu;A sua procura
Uma Outra Estação ;La Maison Dieu;Eu não diria nada
Uma Outra Estação ;La Maison Dieu;Porque lhe dei minha palavra
Uma Outra Estação ;La Maison Dieu;Teu corpo branco já pegando pêlo
Uma Outra Estação ;La Maison Dieu;Me lembra o tempo em que você era pequeno
Uma Outra Estação ;La Maison Dieu;Não pretendo me aproveitar
Uma Outra Estação ;La Maison Dieu;E de qualquer forma quem volta
Uma Outra Estação ;La Maison Dieu;Sozinho pra casa sou eu
Uma Outra Estação ;La Maison Dieu;Sexo compra dinheiro e companhia
Uma Outra Estação ;La Maison Dieu;Mas nunca amor e amizade, eu acho
Uma Outra Estação ;La Maison Dieu;E depois de um dia difícil
Uma Outra Estação ;La Maison Dieu;Pensei ter visto você
Uma Outra Estação ;La Maison Dieu;Entrar pela minha janela e dizer
Uma Outra Estação ;La Maison Dieu;Eu sou a tua morte
Uma Outra Estação ;La Maison Dieu;Vim conversar contigo
Uma Outra Estação ;La Maison Dieu;Vim te pedir abrigo
Uma Outra Estação ;La Maison Dieu;Preciso do teu calor
Uma Outra Estação ;La Maison Dieu;Eu sou
Uma Outra Estação ;La Maison Dieu;Eu sou
Uma Outra Estação ;La Maison Dieu;Eu sou
Uma Outra Estação ;La Maison Dieu;A pátria que lhe esqueceu
Uma Outra Estação ;La Maison Dieu;O carrasco que lhe torturou
Uma Outra Estação ;La Maison Dieu;O general que lhe arrancou os olhos
Uma Outra Estação ;La Maison Dieu;O sangue inocente
Uma Outra Estação ;La Maison Dieu;De todos os desaparecidos
Uma Outra Estação ;La Maison Dieu;O choque elétrico e os gritos
Uma Outra Estação ;La Maison Dieu;Parem por favor, isto dói
Uma Outra Estação ;La Maison Dieu;Eu sou
Uma Outra Estação ;La Maison Dieu;Eu sou
Uma Outra Estação ;La Maison Dieu;Eu sou
Uma Outra Estação ;La Maison Dieu;A tua morte
Uma Outra Estação ;La Maison Dieu;E vim lhe visitar como amigo
Uma Outra Estação ;La Maison Dieu;Devemos flertar com o perigo
Uma Outra Estação ;La Maison Dieu;Seguir nossos instintos primitivos
Uma Outra Estação ;La Maison Dieu;Quem sabe não serão estes
Uma Outra Estação ;La Maison Dieu;Nossos últimos momentos divertidos?
Uma Outra Estação ;La Maison Dieu;Eu sou a lembrança do terror
Uma Outra Estação ;La Maison Dieu;De uma revolução de merda
Uma Outra Estação ;La Maison Dieu;De generais e de um exército de merda
Uma Outra Estação ;La Maison Dieu;Não, nunca poderemos esquecer
Uma Outra Estação ;La Maison Dieu;Nem devemos perdoar
Uma Outra Estação ;La Maison Dieu;Eu não anistiei ninguém
Uma Outra Estação ;La Maison Dieu;Abra os olhos e o coração
Uma Outra Estação ;La Maison Dieu;Estejamos alertas
Uma Outra Estação ;La Maison Dieu;Porque o terror continua
Uma Outra Estação ;La Maison Dieu;Só mudou de cheiro
Uma Outra Estação ;La Maison Dieu;E de uniforme
Uma Outra Estação ;La Maison Dieu;Eu sou a tua morte
Uma Outra Estação ;La Maison Dieu;E lhe quero bem
Uma Outra Estação ;La Maison Dieu;Esqueça o mundo, vim lhe explicar o que virá
Uma Outra Estação ;La Maison Dieu;Porque eu sou
Uma Outra Estação ;La Maison Dieu;Eu sou
Uma Outra Estação ;La Maison Dieu;Eu sou
Uma Outra Estação ;Clarisse;Estou cansado de ser vilipendiado
Uma Outra Estação ;Clarisse;Incompreendido e descartado
Uma Outra Estação ;Clarisse;Quem diz que me entende nunca quis saber
Uma Outra Estação ;Clarisse;Aquele menino foi internado numa clínica
Uma Outra Estação ;Clarisse;Dizem que por falta de atenção dos amigos, das lembranças
Uma Outra Estação ;Clarisse;Dos sonhos que se configuram tristes e inertes
Uma Outra Estação ;Clarisse;Como uma ampulheta imóvel, não se mexe
Uma Outra Estação ;Clarisse;Não se move, não trabalha
Uma Outra Estação ;Clarisse;E Clarisse está trancada no banheiro
Uma Outra Estação ;Clarisse;E faz marcas no seu corpo com seu pequeno canivete
Uma Outra Estação ;Clarisse;Deitada num canto, seus tornozelos sangram
Uma Outra Estação ;Clarisse;E a dor é menor do que parece
Uma Outra Estação ;Clarisse;Quando ela se corta ela se esquece
Uma Outra Estação ;Clarisse;Que é impossível ter da vida calma e força
Uma Outra Estação ;Clarisse;Viver em dor, o que ninguém entende
Uma Outra Estação ;Clarisse;Tentar ser forte a todo e cada amanhecer
Uma Outra Estação ;Clarisse;Uma de suas amigas já se foi
Uma Outra Estação ;Clarisse;Quando mais uma ocorrência policial
Uma Outra Estação ;Clarisse;Ninguém me entende, não me olhe assim
Uma Outra Estação ;Clarisse;Com este semblante de bom samaritano
Uma Outra Estação ;Clarisse;Cumprindo o seu dever como se eu fosse doente
Uma Outra Estação ;Clarisse;Como se toda essa dor fosse diferente ou inexistente
Uma Outra Estação ;Clarisse;Nada existe pra mim, não tente
Uma Outra Estação ;Clarisse;Você não sabe e não entende
Uma Outra Estação ;Clarisse;E quando os antidepressivos
Uma Outra Estação ;Clarisse;E os calmantes não fazem mais efeito
Uma Outra Estação ;Clarisse;Clarisse sabe que a loucura está presente
Uma Outra Estação ;Clarisse;E sente a essência estranha do que é a morte
Uma Outra Estação ;Clarisse;Mas esse vazio ela conhece muito bem
Uma Outra Estação ;Clarisse;De quando em quando é um novo tratamento
Uma Outra Estação ;Clarisse;Mas o mundo continua sempre o mesmo
Uma Outra Estação ;Clarisse;O medo de voltar pra casa à noite
Uma Outra Estação ;Clarisse;Os homens que se esfregam nojentos
Uma Outra Estação ;Clarisse;No caminho de ida e volta da escola
Uma Outra Estação ;Clarisse;A falta de esperança e o tormento
Uma Outra Estação ;Clarisse;De saber que nada é justo e pouco é certo
Uma Outra Estação ;Clarisse;E que estamos destruindo o futuro
Uma Outra Estação ;Clarisse;E que a maldade anda sempre aqui por perto
Uma Outra Estação ;Clarisse;A violência e a injustiça que existe
Uma Outra Estação ;Clarisse;Contra todas as meninas e mulheres
Uma Outra Estação ;Clarisse;Um mundo onde a verdade é o avesso
Uma Outra Estação ;Clarisse;E a alegria já não tem mais endereço
Uma Outra Estação ;Clarisse;Clarisse está trancada no seu quarto
Uma Outra Estação ;Clarisse;Com seus discos e seus livros, seu cansaço
Uma Outra Estação ;Clarisse;Eu sou um pássaro
Uma Outra Estação ;Clarisse;Me trancam na gaiola
Uma Outra Estação ;Clarisse;E esperam que eu cante como antes
Uma Outra Estação ;Clarisse;Eu sou um pássaro
Uma Outra Estação ;Clarisse;Me trancam na gaiola
Uma Outra Estação ;Clarisse;Mas um dia eu consigo existir
Uma Outra Estação ;Clarisse;E vou voar pelo caminho mais bonito
Uma Outra Estação ;Clarisse;Clarisse só tem 14 anos
Uma Outra Estação ;Schubert Ländler;-Instrumental-
Uma Outra Estação ;A Tempestade;Será que eu sou capaz
Uma Outra Estação ;A Tempestade;De enfrentar o teu amor
Uma Outra Estação ;A Tempestade;Que me traz insegurança e verdade demais?
Uma Outra Estação ;A Tempestade;Será que eu sou capaz?
Uma Outra Estação ;A Tempestade;Veja bem quem eu sou
Uma Outra Estação ;A Tempestade;Com teu amor eu quero que sintas dor
Uma Outra Estação ;A Tempestade;Eu quero ver-te em sangue e ser teu credor
Uma Outra Estação ;A Tempestade;Veja bem quem eu sou
Uma Outra Estação ;A Tempestade;Trouxe flores mortas pra ti
Uma Outra Estação ;A Tempestade;Quero rasgar-te e ver o sangue manchar
Uma Outra Estação ;A Tempestade;Toda a pureza que vem do teu olhar
Uma Outra Estação ;A Tempestade;Eu não sei mais sentir
Uma Outra Estação ;High Noon (Do Not Forsake Me);-Instrumental-
Uma Outra Estação ;Comédia Romântica;Acho que só agora eu começo a perceber
Uma Outra Estação ;Comédia Romântica;Tudo o que você me disse
Uma Outra Estação ;Comédia Romântica;Pelo menos o que lembro que aprendi com você
Uma Outra Estação ;Comédia Romântica;Está realmente certo.
Uma Outra Estação ;Comédia Romântica;Bem mais certo do que eu queria acreditar
Uma Outra Estação ;Comédia Romântica;Você gosta mesmo de mim
Uma Outra Estação ;Comédia Romântica;Se arriscando a me perder assim
Uma Outra Estação ;Comédia Romântica;Ao me explicar o que eu não quero ouvir.
Uma Outra Estação ;Comédia Romântica;Ainda não estou pronto pra saber a verdade
Uma Outra Estação ;Comédia Romântica;Ou não estava até uma estação atrás.
Uma Outra Estação ;Comédia Romântica;Acho que só agora eu começo a ver
Uma Outra Estação ;Comédia Romântica;Que tudo que você me disse
Uma Outra Estação ;Comédia Romântica;É o que você gostaria que tivessem dito pra você
Uma Outra Estação ;Comédia Romântica;Se o tempo pudesse voltar dessa vez.
Uma Outra Estação ;Comédia Romântica;Sou eu mesmo e serei eu mesmo então
Uma Outra Estação ;Comédia Romântica;E não há nada de errado comigo, não
Uma Outra Estação ;Comédia Romântica;Não, não, não
Uma Outra Estação ;Comédia Romântica;Não preciso de modelos, Não preciso de heróis
Uma Outra Estação ;Comédia Romântica;Eu tenho meus amigos, E quando a vida dói
Uma Outra Estação ;Comédia Romântica;Eu tento me concentrar, N'um caminho fácil
Uma Outra Estação ;Comédia Romântica;Sou eu mesmo e serei eu mesmo então
Uma Outra Estação ;Comédia Romântica;E eu queria que o tempo
Uma Outra Estação ;Comédia Romântica;Pudesse voltar dessa vez
Uma Outra Estação ;Dado Viciado;Você não tem heroína, então usa Algafan
Uma Outra Estação ;Dado Viciado;Viciou os seus primos, talvez sua irmã
Uma Outra Estação ;Dado Viciado;Mas aqui não tem Village, rua 42
Uma Outra Estação ;Dado Viciado;Me diz pra onde é que é que você vai depois
Uma Outra Estação ;Dado Viciado;Por que você deixou suas veias fecharem?
Uma Outra Estação ;Dado Viciado;Não tem mais lugar pras agulhas entrarem
Uma Outra Estação ;Dado Viciado;Você não conversa, não quer mais falar
Uma Outra Estação ;Dado Viciado;Só tem as agulhas pra lhe ajudar
Uma Outra Estação ;Dado Viciado;Cadê o bronze no corpo? Os olhos azuis?
Uma Outra Estação ;Dado Viciado;O seu corpo tem marca de sangue e pus
Uma Outra Estação ;Dado Viciado;Você não sabe se é Março ou Fevereiro
Uma Outra Estação ;Dado Viciado;Trancado o dia inteiro dentro do banheiro
Uma Outra Estação ;Dado Viciado;Dado, Dado, Dado
Uma Outra Estação ;Dado Viciado;O que fizeram com você?
Uma Outra Estação ;Dado Viciado;Dado, Dado, Dado
Uma Outra Estação ;Dado Viciado;O que fizeram com você?
Uma Outra Estação ;Dado Viciado;Cadê os seus planos? Cadê as meninas?
Uma Outra Estação ;Dado Viciado;Você agora enche a cara e cai pelas esquinas
Uma Outra Estação ;Dado Viciado;Eu quero você, mas não vou lhe ajudar
Uma Outra Estação ;Dado Viciado;Não me peça dinheiro, não vou lhe entregar
Uma Outra Estação ;Dado Viciado;Cadê a criança? Meu primo e irmão
Uma Outra Estação ;Dado Viciado;Se perdeu por aí com seringas na mão
Uma Outra Estação ;Dado Viciado;Dado, Dado, Dado
Uma Outra Estação ;Dado Viciado;O que fizeram com você?
Uma Outra Estação ;Dado Viciado;Dado, Dado, Dado
Uma Outra Estação ;Dado Viciado;O que fizeram com você?
Uma Outra Estação ;Dado Viciado;Dado, Dado, Dado
Uma Outra Estação ;Dado Viciado;O que fizeram com você?
Uma Outra Estação ;Dado Viciado;Dado, Dado, Dado
Uma Outra Estação ;Dado Viciado;O que fizeram com você?
Uma Outra Estação ;Marcianos Invadem a Terra;Diga adeus e atravesse a rua
Uma Outra Estação ;Marcianos Invadem a Terra;Voamos alto depois das duas
Uma Outra Estação ;Marcianos Invadem a Terra;Mas as cervejas acabaram e os cigarros também
Uma Outra Estação ;Marcianos Invadem a Terra;Cuidado com a coisa coisando por aí
Uma Outra Estação ;Marcianos Invadem a Terra;A coisa coisa sempre e também coisa por aqui
Uma Outra Estação ;Marcianos Invadem a Terra;Sequestra o seu resgate, envenena a sua atenção
Uma Outra Estação ;Marcianos Invadem a Terra;É verbo e substantivo/adjetivo e palavrão
Uma Outra Estação ;Marcianos Invadem a Terra;E o carinha do rádio não quer calar a boca
Uma Outra Estação ;Marcianos Invadem a Terra;E quer o meu dinheiro e as minhas opiniões
Uma Outra Estação ;Marcianos Invadem a Terra;Ora, se você quiser se divertir
Uma Outra Estação ;Marcianos Invadem a Terra;Invente suas próprias canções
Uma Outra Estação ;Marcianos Invadem a Terra;Será que existe vida em Marte?
Uma Outra Estação ;Marcianos Invadem a Terra;Janelas de hotéis
Uma Outra Estação ;Marcianos Invadem a Terra;Garagens vazias
Uma Outra Estação ;Marcianos Invadem a Terra;Fronteiras
Uma Outra Estação ;Marcianos Invadem a Terra;Granadas
Uma Outra Estação ;Marcianos Invadem a Terra;Lençóis
Uma Outra Estação ;Marcianos Invadem a Terra;E existem muitos formatos
Uma Outra Estação ;Marcianos Invadem a Terra;Que só têm verniz e não tem invenção
Uma Outra Estação ;Marcianos Invadem a Terra;E tudo aquilo contra o que sempre lutam
Uma Outra Estação ;Marcianos Invadem a Terra;É exatamente tudo aquilo o que eles são
Uma Outra Estação ;Marcianos Invadem a Terra;Marcianos invadem a Terra
Uma Outra Estação ;Marcianos Invadem a Terra;Estão inflando o meu ego com ar
Uma Outra Estação ;Marcianos Invadem a Terra;E quando acho que estou quase chegando
Uma Outra Estação ;Marcianos Invadem a Terra;Tenho que dobrar mais uma esquina
Uma Outra Estação ;Marcianos Invadem a Terra;E mesmo se eu tiver a minha liberdade
Uma Outra Estação ;Marcianos Invadem a Terra;Não tenho tanto tempo assim
Uma Outra Estação ;Marcianos Invadem a Terra;E mesmo se eu tiver a minha liberdade:
Uma Outra Estação ;Marcianos Invadem a Terra;Será que existe vida em Marte?
Uma Outra Estação ;Antes Das Seis;Quem inventou o amor?
Uma Outra Estação ;Antes Das Seis;Me explica, por favor
Uma Outra Estação ;Antes Das Seis;Quem inventou o amor?
Uma Outra Estação ;Antes Das Seis;Me explica, por favor
Uma Outra Estação ;Antes Das Seis;Vem e me diz o que aconteceu
Uma Outra Estação ;Antes Das Seis;Faz de conta que passou
Uma Outra Estação ;Antes Das Seis;Quem inventou o amor?
Uma Outra Estação ;Antes Das Seis;Me explica, por favor
Uma Outra Estação ;Antes Das Seis;Daqui vejo o seu descanso
Uma Outra Estação ;Antes Das Seis;Perto do seu travesseiro
Uma Outra Estação ;Antes Das Seis;Depois quero ver se acerto
Uma Outra Estação ;Antes Das Seis;Dos dois quem acorda primeiro
Uma Outra Estação ;Antes Das Seis;Quem inventou o amor?
Uma Outra Estação ;Antes Das Seis;Me explica, por favor
Uma Outra Estação ;Antes Das Seis;Quem inventou o amor?
Uma Outra Estação ;Antes Das Seis;Me explica, por favor
Uma Outra Estação ;Antes Das Seis;Enquanto a vida vai e vem
Uma Outra Estação ;Antes Das Seis;Você procura achar alguém
Uma Outra Estação ;Antes Das Seis;Que um dia possa lhe dizer
Uma Outra Estação ;Antes Das Seis;Quero ficar só com você
Uma Outra Estação ;Antes Das Seis;Quem inventou o amor?
Uma Outra Estação ;Mariane;I've been working all day
Uma Outra Estação ;Mariane;I've been thinking a lot
Uma Outra Estação ;Mariane;I've been doing some things
Uma Outra Estação ;Mariane;That are not quite right
Uma Outra Estação ;Mariane;I've been thinking about you
Uma Outra Estação ;Mariane;I've been thinking about you
Uma Outra Estação ;Mariane;When will you return?
Uma Outra Estação ;Mariane;I've been working all day
Uma Outra Estação ;Mariane;I've been thinking a lot
Uma Outra Estação ;Mariane;I've been lost in the morning
Uma Outra Estação ;Mariane;I don't know what it costs
Uma Outra Estação ;Mariane;Will you find me there?
Uma Outra Estação ;Mariane;And I guess it's just a phase
Uma Outra Estação ;Mariane;I don't know where I'm going
Uma Outra Estação ;Mariane;And I guess it's just a phase
Uma Outra Estação ;Mariane;I don't know where I'm going
